application_id,candidate_id,req_id,stage,stage_enter_date,stage_exit_date
A400320,C3260,R2035,Interview,2025-11-10,2025-11-17
A400320,C3260,R2035,Offer,2025-11-17,2025-11-18
A400320,C3260,R2035,Hired,2025-11-18,2025-11-25
A400321,C3261,R2044,Applied,2025-11-12,2025-11-24
A400321,C3261,R2044,Screen,2025-11-24,2025-11-25
A400321,C3261,R2044,Interview,2025-11-25,2025-12-02
A400321,C3261,R2044,Rejected,2025-12-02,2025-12-07
A400322,C3261,R2037,Applied,2025-12-04,2025-12-16
A400322,C3261,R2037,Screen,2025-12-16,2025-12-22
A400322,C3261,R2037,Interview,2025-12-22,2025-12-26
A400322,C3261,R2037,Offer,2025-12-26,2026-01-02
A400322,C3261,R2037,Hired,2026-01-02,2026-01-14
A400323,C3262,R2028,Applied,2025-12-21,2025-12-28
A400324,C3263,R2023,Applied,2025-08-23,2025-08-27
A400324,C3263,R2023,Screen,2025-08-27,2025-09-05
A400324,C3263,R2023,Interview,2025-09-05,2025-09-09
A400325,C3264,R2006,Applied,2025-10-19,2025-10-26
A400325,C3264,R2006,Screen,2025-10-26,2025-11-07
A400325,C3264,R2006,Interview,2025-11-07,2025-11-14
A400326,C3264,R2017,Applied,2025-02-18,2025-02-24
A400326,C3264,R2017,Screen,2025-02-24,2025-03-03
A400326,C3264,R2017,Rejected,2025-03-03,2025-03-07
A400327,C3265,R2041,Applied,2025-08-26,2025-08-28
A400327,C3265,R2041,Screen,2025-08-28,2025-09-04
A400327,C3265,R2041,Interview,2025-09-04,2025-09-13
A400328,C3265,R2028,Applied,2025-12-21,2026-01-01
A400328,C3265,R2028,Screen,2026-01-01,2026-01-03
A400329,C3266,R2039,Applied,2025-11-27,2025-12-02
A400329,C3266,R2039,Screen,2025-12-02,2025-12-10
A400329,C3266,R2039,Interview,2025-12-10,2025-12-13
A400330,C3267,R2018,Applied,2025-12-18,2025-12-23
A400330,C3267,R2018,Screen,2025-12-23,2026-01-03
A400330,C3267,R2018,Interview,2026-01-03,2026-01-09
A400330,C3267,R2018,Rejected,2026-01-09,2026-01-12
A400331,C3268,R2039,Applied,2025-08-03,2025-08-05
A400331,C3268,R2039,Screen,2025-08-05,2025-08-13
A400331,C3268,R2039,Rejected,2025-08-13,2025-08-14
A400332,C3268,R2014,Applied,2025-12-06,2025-12-11
A400332,C3268,R2014,Screen,2025-12-11,2025-12-19
A400332,C3268,R2014,Interview,2025-12-19,2025-12-23
A400332,C3268,R2014,Offer,2025-12-23,2025-12-27
A400332,C3268,R2014,Rejected,2025-12-27,2026-01-03
A400333,C3269,R2015,Applied,2025-10-03,2025-10-10
A400333,C3269,R2015,Screen,2025-10-10,2025-10-17
A400334,C3270,R2003,Applied,2025-10-22,2025-11-03
A400334,C3270,R2003,Rejected,2025-11-03,2025-11-12
A400335,C3270,R2004,Applied,2025-06-17,2025-06-27
A400336,C3271,R2038,Applied,2025-12-20,2025-12-21
A400336,C3271,R2038,Screen,2025-12-21,2025-12-27
A400336,C3271,R2038,Interview,2025-12-27,2025-12-31
A400336,C3271,R2038,Offer,2025-12-31,2026-01-03
A400336,C3271,R2038,Hired,2026-01-03,2026-01-06
A400337,C3272,R2010,Applied,2025-12-04,2025-12-09
A400337,C3272,R2010,Screen,2025-12-09,2025-12-13
A400337,C3272,R2010,Interview,2025-12-13,2025-12-25
A400337,C3272,R2010,Offer,2025-12-25,2026-01-02
A400337,C3272,R2010,Hired,2026-01-02,2026-01-11
A400338,C3273,R2027,Applied,2025-05-17,2025-05-19
A400338,C3273,R2027,Screen,2025-05-19,2025-05-27
A400338,C3273,R2027,Interview,2025-05-27,2025-06-08
A400338,C3273,R2027,Rejected,2025-06-08,2025-06-17
A400339,C3274,R2044,Applied,2025-08-22,2025-08-24
A400339,C3274,R2044,Screen,2025-08-24,2025-08-30
A400340,C3275,R2001,Applied,2025-10-26,2025-11-04
A400340,C3275,R2001,Screen,2025-11-04,2025-11-08
A400340,C3275,R2001,Interview,2025-11-08,2025-11-09
A400341,C3275,R2035,Applied,2025-07-12,2025-07-23
A400341,C3275,R2035,Screen,2025-07-23,2025-07-26
A400341,C3275,R2035,Rejected,2025-07-26,2025-08-07
A400342,C3276,R2013,Applied,2025-10-21,2025-10-25
A400342,C3276,R2013,Screen,2025-10-25,2025-10-31
A400342,C3276,R2013,Interview,2025-10-31,2025-11-07
A400342,C3276,R2013,Offer,2025-11-07,2025-11-19
A400342,C3276,R2013,Rejected,2025-11-19,2025-11-23
A400343,C3277,R2018,Applied,2025-06-20,2025-07-02
A400343,C3277,R2018,Screen,2025-07-02,2025-07-07
A400343,C3277,R2018,Interview,2025-07-07,2025-07-09
A400343,C3277,R2018,Offer,2025-07-09,2025-07-11
A400343,C3277,R2018,Hired,2025-07-11,2025-07-17
A400344,C3277,R2037,Applied,2025-12-18,2025-12-30
A400345,C3278,R2036,Applied,2025-08-25,2025-09-06
A400345,C3278,R2036,Screen,2025-09-06,2025-09-11
A400345,C3278,R2036,Rejected,2025-09-11,2025-09-19
A400346,C3278,R2028,Applied,2025-10-07,2025-10-10
A400347,C3279,R2044,Applied,2025-06-12,2025-06-24
A400347,C3279,R2044,Screen,2025-06-24,2025-07-04
A400348,C3280,R2019,Applied,2025-06-09,2025-06-19
A400349,C3281,R2014,Applied,2025-05-19,2025-05-21
A400349,C3281,R2014,Screen,2025-05-21,2025-05-30
A400349,C3281,R2014,Interview,2025-05-30,2025-05-31
A400349,C3281,R2014,Offer,2025-05-31,2025-06-11
A400349,C3281,R2014,Hired,2025-06-11,2025-06-23
A400350,C3282,R2019,Applied,2025-08-12,2025-08-15
A400351,C3283,R2007,Applied,2025-07-22,2025-08-03
A400351,C3283,R2007,Screen,2025-08-03,2025-08-14
A400352,C3284,R2000,Applied,2025-06-05,2025-06-16
A400353,C3284,R2005,Applied,2025-04-14,2025-04-18
A400353,C3284,R2005,Screen,2025-04-18,2025-04-28
A400353,C3284,R2005,Interview,2025-04-28,2025-05-10
A400354,C3285,R2018,Applied,2025-05-02,2025-05-10
A400354,C3285,R2018,Screen,2025-05-10,2025-05-16
A400354,C3285,R2018,Interview,2025-05-16,2025-05-26
A400355,C3286,R2001,Applied,2025-11-10,2025-11-16
A400355,C3286,R2001,Screen,2025-11-16,2025-11-19
A400356,C3287,R2006,Applied,2025-07-24,2025-08-02
A400357,C3288,R2018,Applied,2025-05-08,2025-05-15
A400358,C3289,R2021,Applied,2025-10-18,2025-10-24
A400359,C3289,R2005,Applied,2025-05-17,2025-05-26
A400359,C3289,R2005,Screen,2025-05-26,2025-05-30
A400359,C3289,R2005,Rejected,2025-05-30,2025-06-06
A400360,C3290,R2035,Applied,2025-06-09,2025-06-16
A400360,C3290,R2035,Rejected,2025-06-16,2025-06-19
A400361,C3291,R2009,Applied,2025-02-21,2025-03-02
A400361,C3291,R2009,Screen,2025-03-02,2025-03-08
A400361,C3291,R2009,Interview,2025-03-08,2025-03-14
A400361,C3291,R2009,Offer,2025-03-14,2025-03-15
A400361,C3291,R2009,Rejected,2025-03-15,2025-03-19
A400362,C3291,R2031,Applied,2025-11-07,2025-11-08
A400362,C3291,R2031,Screen,2025-11-08,2025-11-15
A400362,C3291,R2031,Interview,2025-11-15,2025-11-17
A400362,C3291,R2031,Rejected,2025-11-17,2025-11-23
A400363,C3292,R2004,Applied,2025-06-11,2025-06-16
A400363,C3292,R2004,Screen,2025-06-16,2025-06-26
A400364,C3292,R2014,Applied,2025-10-05,2025-10-09
A400364,C3292,R2014,Screen,2025-10-09,2025-10-10
A400364,C3292,R2014,Rejected,2025-10-10,2025-10-12
A400365,C3293,R2002,Applied,2025-05-12,2025-05-16
A400365,C3293,R2002,Screen,2025-05-16,2025-05-20
A400365,C3293,R2002,Rejected,2025-05-20,2025-05-26
A400366,C3294,R2001,Applied,2025-12-10,2025-12-20
A400366,C3294,R2001,Screen,2025-12-20,2025-12-22
A400366,C3294,R2001,Interview,2025-12-22,2025-12-27
A400367,C3294,R2039,Applied,2025-06-24,2025-07-01
A400367,C3294,R2039,Screen,2025-07-01,2025-07-08
A400367,C3294,R2039,Interview,2025-07-08,2025-07-17
A400368,C3295,R2002,Applied,2025-11-27,2025-12-09
A400368,C3295,R2002,Screen,2025-12-09,2025-12-13
A400368,C3295,R2002,Interview,2025-12-13,2025-12-19
A400369,C3296,R2004,Applied,2025-10-30,2025-11-10
A400369,C3296,R2004,Screen,2025-11-10,2025-11-15
A400369,C3296,R2004,Interview,2025-11-15,2025-11-25
A400369,C3296,R2004,Offer,2025-11-25,2025-11-26
A400369,C3296,R2004,Hired,2025-11-26,2025-11-28
A400370,C3297,R2029,Applied,2025-10-30,2025-11-04
A400370,C3297,R2029,Screen,2025-11-04,2025-11-08
A400370,C3297,R2029,Interview,2025-11-08,2025-11-14
A400371,C3298,R2033,Applied,2025-07-26,2025-08-03
A400372,C3298,R2024,Applied,2025-03-22,2025-03-29
A400372,C3298,R2024,Screen,2025-03-29,2025-04-04
A400372,C3298,R2024,Interview,2025-04-04,2025-04-05
A400373,C3299,R2039,Applied,2025-11-29,2025-12-03
A400373,C3299,R2039,Screen,2025-12-03,2025-12-15
A400373,C3299,R2039,Rejected,2025-12-15,2025-12-16
A400374,C3300,R2041,Applied,2025-11-25,2025-12-01
A400374,C3300,R2041,Screen,2025-12-01,2025-12-02
A400375,C3301,R2015,Applied,2025-10-24,2025-10-30
A400375,C3301,R2015,Screen,2025-10-30,2025-11-05
A400375,C3301,R2015,Rejected,2025-11-05,2025-11-10
A400376,C3302,R2034,Applied,2025-09-26,2025-09-30
A400376,C3302,R2034,Screen,2025-09-30,2025-10-01
A400377,C3302,R2014,Applied,2025-10-13,2025-10-19
A400377,C3302,R2014,Screen,2025-10-19,2025-10-22
A400378,C3303,R2012,Applied,2025-11-12,2025-11-18
A400378,C3303,R2012,Screen,2025-11-18,2025-11-25
A400378,C3303,R2012,Interview,2025-11-25,2025-12-03
A400379,C3303,R2043,Applied,2025-08-16,2025-08-18
A400379,C3303,R2043,Screen,2025-08-18,2025-08-25
A400380,C3304,R2005,Applied,2025-11-05,2025-11-12
A400380,C3304,R2005,Rejected,2025-11-12,2025-11-14
A400381,C3305,R2008,Applied,2025-07-30,2025-08-04
A400381,C3305,R2008,Screen,2025-08-04,2025-08-05
A400382,C3305,R2006,Applied,2025-12-03,2025-12-10
A400382,C3305,R2006,Screen,2025-12-10,2025-12-20
A400382,C3305,R2006,Interview,2025-12-20,2025-12-31
A400382,C3305,R2006,Rejected,2025-12-31,2026-01-08
A400383,C3306,R2017,Applied,2025-09-20,2025-10-02
A400383,C3306,R2017,Rejected,2025-10-02,2025-10-08
A400384,C3307,R2025,Applied,2025-08-05,2025-08-12
A400385,C3308,R2002,Applied,2025-06-07,2025-06-16
A400385,C3308,R2002,Screen,2025-06-16,2025-06-17
A400385,C3308,R2002,Interview,2025-06-17,2025-06-25
A400386,C3309,R2024,Applied,2025-12-07,2025-12-15
A400386,C3309,R2024,Screen,2025-12-15,2025-12-26
A400386,C3309,R2024,Rejected,2025-12-26,2026-01-02
A400387,C3310,R2009,Applied,2025-07-06,2025-07-11
A400387,C3310,R2009,Screen,2025-07-11,2025-07-20
A400387,C3310,R2009,Interview,2025-07-20,2025-07-22
A400387,C3310,R2009,Rejected,2025-07-22,2025-07-27
A400388,C3311,R2017,Applied,2025-02-24,2025-02-26
A400388,C3311,R2017,Screen,2025-02-26,2025-02-28
A400389,C3312,R2020,Applied,2025-11-24,2025-12-04
A400389,C3312,R2020,Screen,2025-12-04,2025-12-16
A400389,C3312,R2020,Interview,2025-12-16,2025-12-23
A400390,C3313,R2034,Applied,2025-10-12,2025-10-17
A400391,C3314,R2029,Applied,2025-06-13,2025-06-20
A400391,C3314,R2029,Screen,2025-06-20,2025-07-02
A400391,C3314,R2029,Rejected,2025-07-02,2025-07-11
A400392,C3314,R2043,Applied,2025-10-13,2025-10-20
A400392,C3314,R2043,Screen,2025-10-20,2025-10-23
A400392,C3314,R2043,Interview,2025-10-23,2025-11-03
A400392,C3314,R2043,Offer,2025-11-03,2025-11-06
A400392,C3314,R2043,Hired,2025-11-06,2025-11-07
A400393,C3315,R2016,Applied,2025-08-24,2025-08-30
A400393,C3315,R2016,Screen,2025-08-30,2025-08-31
A400393,C3315,R2016,Interview,2025-08-31,2025-09-01
A400393,C3315,R2016,Offer,2025-09-01,2025-09-09
A400393,C3315,R2016,Hired,2025-09-09,2025-09-10
A400394,C3316,R2037,Applied,2025-12-02,2025-12-07
A400394,C3316,R2037,Screen,2025-12-07,2025-12-18
A400394,C3316,R2037,Interview,2025-12-18,2025-12-19
A400394,C3316,R2037,Offer,2025-12-19,2025-12-30
A400394,C3316,R2037,Hired,2025-12-30,2026-01-05
A400395,C3317,R2033,Applied,2025-07-13,2025-07-18
A400395,C3317,R2033,Screen,2025-07-18,2025-07-26
A400395,C3317,R2033,Interview,2025-07-26,2025-08-01
A400395,C3317,R2033,Offer,2025-08-01,2025-08-02
A400395,C3317,R2033,Hired,2025-08-02,2025-08-03
A400396,C3318,R2024,Applied,2025-04-08,2025-04-14
A400396,C3318,R2024,Screen,2025-04-14,2025-04-24
A400396,C3318,R2024,Interview,2025-04-24,2025-04-26
A400397,C3319,R2009,Applied,2025-09-16,2025-09-23
A400397,C3319,R2009,Screen,2025-09-23,2025-09-29
A400398,C3320,R2007,Applied,2025-09-07,2025-09-12
A400398,C3320,R2007,Screen,2025-09-12,2025-09-23
A400398,C3320,R2007,Interview,2025-09-23,2025-09-30
A400398,C3320,R2007,Rejected,2025-09-30,2025-10-12
A400399,C3321,R2006,Applied,2025-12-13,2025-12-17
A400399,C3321,R2006,Screen,2025-12-17,2025-12-23
A400399,C3321,R2006,Interview,2025-12-23,2026-01-01
A400399,C3321,R2006,Rejected,2026-01-01,2026-01-05
A400400,C3322,R2040,Applied,2025-07-19,2025-07-23
A400401,C3323,R2009,Applied,2025-11-05,2025-11-06
A400401,C3323,R2009,Screen,2025-11-06,2025-11-12
A400401,C3323,R2009,Interview,2025-11-12,2025-11-13
A400402,C3324,R2030,Applied,2025-07-06,2025-07-10
A400402,C3324,R2030,Screen,2025-07-10,2025-07-20
A400402,C3324,R2030,Interview,2025-07-20,2025-07-28
A400402,C3324,R2030,Offer,2025-07-28,2025-08-06
A400402,C3324,R2030,Rejected,2025-08-06,2025-08-16
A400403,C3325,R2031,Applied,2025-11-12,2025-11-19
A400403,C3325,R2031,Rejected,2025-11-19,2025-11-27
A400404,C3326,R2036,Applied,2025-07-04,2025-07-10
A400404,C3326,R2036,Screen,2025-07-10,2025-07-14
A400405,C3326,R2032,Applied,2025-11-10,2025-11-22
A400405,C3326,R2032,Screen,2025-11-22,2025-12-02
A400406,C3327,R2035,Applied,2025-11-19,2025-11-25
A400406,C3327,R2035,Screen,2025-11-25,2025-12-01
A400406,C3327,R2035,Interview,2025-12-01,2025-12-03
A400406,C3327,R2035,Rejected,2025-12-03,2025-12-10
A400407,C3327,R2033,Applied,2025-05-22,2025-05-27
A400407,C3327,R2033,Screen,2025-05-27,2025-05-28
A400408,C3328,R2041,Applied,2025-08-09,2025-08-15
A400408,C3328,R2041,Rejected,2025-08-15,2025-08-26
A400409,C3329,R2034,Applied,2025-08-18,2025-08-27
A400409,C3329,R2034,Screen,2025-08-27,2025-09-07
A400409,C3329,R2034,Interview,2025-09-07,2025-09-09
A400409,C3329,R2034,Offer,2025-09-09,2025-09-12
A400409,C3329,R2034,Rejected,2025-09-12,2025-09-15
A400410,C3330,R2039,Applied,2025-06-22,2025-07-04
A400410,C3330,R2039,Screen,2025-07-04,2025-07-11
A400411,C3331,R2031,Applied,2025-12-19,2025-12-23
A400411,C3331,R2031,Screen,2025-12-23,2026-01-03
A400411,C3331,R2031,Interview,2026-01-03,2026-01-13
A400412,C3332,R2008,Applied,2025-08-26,2025-09-02
A400413,C3333,R2033,Applied,2025-07-18,2025-07-19
A400413,C3333,R2033,Screen,2025-07-19,2025-07-30
A400414,C3333,R2029,Applied,2025-06-13,2025-06-20
A400414,C3333,R2029,Screen,2025-06-20,2025-06-29
A400414,C3333,R2029,Interview,2025-06-29,2025-07-10
A400414,C3333,R2029,Offer,2025-07-10,2025-07-16
A400414,C3333,R2029,Hired,2025-07-16,2025-07-17
A400415,C3334,R2013,Applied,2025-10-21,2025-10-26
A400415,C3334,R2013,Screen,2025-10-26,2025-11-05
A400415,C3334,R2013,Interview,2025-11-05,2025-11-09
A400415,C3334,R2013,Rejected,2025-11-09,2025-11-16
A400416,C3334,R2043,Applied,2025-06-13,2025-06-14
A400416,C3334,R2043,Screen,2025-06-14,2025-06-21
A400416,C3334,R2043,Interview,2025-06-21,2025-06-26
A400416,C3334,R2043,Rejected,2025-06-26,2025-06-30
A400417,C3335,R2040,Applied,2025-11-15,2025-11-20
A400417,C3335,R2040,Screen,2025-11-20,2025-11-26
A400417,C3335,R2040,Interview,2025-11-26,2025-12-06
A400418,C3335,R2039,Applied,2025-07-09,2025-07-21
A400418,C3335,R2039,Screen,2025-07-21,2025-07-31
A400418,C3335,R2039,Rejected,2025-07-31,2025-08-08
A400419,C3336,R2010,Applied,2025-10-16,2025-10-24
A400419,C3336,R2010,Screen,2025-10-24,2025-11-02
A400419,C3336,R2010,Interview,2025-11-02,2025-11-05
A400420,C3337,R2024,Applied,2025-03-25,2025-04-05
A400420,C3337,R2024,Screen,2025-04-05,2025-04-09
A400421,C3338,R2037,Applied,2025-11-21,2025-11-30
A400421,C3338,R2037,Screen,2025-11-30,2025-12-08
A400421,C3338,R2037,Interview,2025-12-08,2025-12-14
A400421,C3338,R2037,Offer,2025-12-14,2025-12-22
A400421,C3338,R2037,Hired,2025-12-22,2025-12-28
A400422,C3339,R2006,Applied,2025-09-22,2025-09-23
A400422,C3339,R2006,Screen,2025-09-23,2025-09-29
A400423,C3340,R2036,Applied,2025-08-28,2025-09-06
A400423,C3340,R2036,Screen,2025-09-06,2025-09-13
A400423,C3340,R2036,Interview,2025-09-13,2025-09-18
A400424,C3341,R2010,Applied,2025-09-02,2025-09-13
A400425,C3341,R2022,Applied,2025-04-06,2025-04-12
A400425,C3341,R2022,Screen,2025-04-12,2025-04-16
A400426,C3342,R2040,Applied,2025-08-23,2025-08-25
A400426,C3342,R2040,Screen,2025-08-25,2025-09-06
A400426,C3342,R2040,Interview,2025-09-06,2025-09-14
A400426,C3342,R2040,Rejected,2025-09-14,2025-09-22
A400427,C3343,R2005,Applied,2025-11-08,2025-11-12
A400427,C3343,R2005,Screen,2025-11-12,2025-11-16
A400427,C3343,R2005,Interview,2025-11-16,2025-11-17
A400427,C3343,R2005,Offer,2025-11-17,2025-11-21
A400427,C3343,R2005,Hired,2025-11-21,2025-12-02
A400428,C3343,R2044,Applied,2025-08-02,2025-08-10
A400428,C3343,R2044,Screen,2025-08-10,2025-08-17
A400428,C3343,R2044,Interview,2025-08-17,2025-08-18
A400428,C3343,R2044,Offer,2025-08-18,2025-08-24
A400428,C3343,R2044,Hired,2025-08-24,2025-08-29
A400429,C3344,R2042,Applied,2025-11-04,2025-11-08
A400429,C3344,R2042,Screen,2025-11-08,2025-11-15
A400429,C3344,R2042,Interview,2025-11-15,2025-11-20
A400429,C3344,R2042,Offer,2025-11-20,2025-11-27
A400429,C3344,R2042,Hired,2025-11-27,2025-12-06
A400430,C3345,R2029,Applied,2025-03-31,2025-04-05
A400430,C3345,R2029,Screen,2025-04-05,2025-04-06
A400431,C3346,R2025,Applied,2025-11-02,2025-11-04
A400431,C3346,R2025,Screen,2025-11-04,2025-11-06
A400431,C3346,R2025,Interview,2025-11-06,2025-11-11
A400431,C3346,R2025,Offer,2025-11-11,2025-11-13
A400431,C3346,R2025,Hired,2025-11-13,2025-11-22
A400432,C3347,R2024,Applied,2025-09-07,2025-09-08
A400432,C3347,R2024,Screen,2025-09-08,2025-09-12
A400432,C3347,R2024,Interview,2025-09-12,2025-09-13
A400432,C3347,R2024,Rejected,2025-09-13,2025-09-14
A400433,C3348,R2028,Applied,2025-12-12,2025-12-19
A400434,C3349,R2019,Applied,2025-06-14,2025-06-20
A400434,C3349,R2019,Screen,2025-06-20,2025-06-30
A400434,C3349,R2019,Interview,2025-06-30,2025-07-01
A400435,C3349,R2044,Applied,2025-10-27,2025-10-30
A400435,C3349,R2044,Screen,2025-10-30,2025-11-11
A400435,C3349,R2044,Interview,2025-11-11,2025-11-22
A400435,C3349,R2044,Offer,2025-11-22,2025-11-24
A400435,C3349,R2044,Hired,2025-11-24,2025-12-01
A400436,C3350,R2028,Applied,2025-09-22,2025-10-02
A400436,C3350,R2028,Screen,2025-10-02,2025-10-11
A400436,C3350,R2028,Interview,2025-10-11,2025-10-22
A400436,C3350,R2028,Offer,2025-10-22,2025-10-29
A400436,C3350,R2028,Hired,2025-10-29,2025-11-02
A400437,C3351,R2022,Applied,2025-03-24,2025-04-05
A400437,C3351,R2022,Screen,2025-04-05,2025-04-17
A400437,C3351,R2022,Interview,2025-04-17,2025-04-21
A400437,C3351,R2022,Offer,2025-04-21,2025-04-24
A400437,C3351,R2022,Hired,2025-04-24,2025-05-02
A400438,C3352,R2007,Applied,2025-05-18,2025-05-21
A400438,C3352,R2007,Screen,2025-05-21,2025-06-01
A400439,C3353,R2039,Applied,2025-10-18,2025-10-26
A400439,C3353,R2039,Screen,2025-10-26,2025-10-27
A400439,C3353,R2039,Interview,2025-10-27,2025-10-30
A400440,C3354,R2018,Applied,2025-07-07,2025-07-10
A400440,C3354,R2018,Screen,2025-07-10,2025-07-20
A400440,C3354,R2018,Interview,2025-07-20,2025-07-30
A400441,C3355,R2034,Applied,2025-11-11,2025-11-18
A400441,C3355,R2034,Screen,2025-11-18,2025-11-22
A400442,C3356,R2023,Applied,2025-05-09,2025-05-18
A400442,C3356,R2023,Rejected,2025-05-18,2025-05-26
A400443,C3357,R2015,Applied,2025-08-07,2025-08-16
A400443,C3357,R2015,Screen,2025-08-16,2025-08-22
A400443,C3357,R2015,Rejected,2025-08-22,2025-08-29
A400444,C3358,R2031,Applied,2025-11-04,2025-11-07
A400444,C3358,R2031,Screen,2025-11-07,2025-11-08
A400444,C3358,R2031,Interview,2025-11-08,2025-11-09
A400444,C3358,R2031,Offer,2025-11-09,2025-11-17
A400444,C3358,R2031,Hired,2025-11-17,2025-11-20
A400445,C3359,R2009,Applied,2025-09-25,2025-09-30
A400445,C3359,R2009,Screen,2025-09-30,2025-10-08
A400446,C3360,R2003,Applied,2025-02-18,2025-02-26
A400446,C3360,R2003,Screen,2025-02-26,2025-03-04
A400447,C3360,R2008,Applied,2025-10-23,2025-10-25
A400447,C3360,R2008,Screen,2025-10-25,2025-10-31
A400447,C3360,R2008,Interview,2025-10-31,2025-11-04
A400447,C3360,R2008,Rejected,2025-11-04,2025-11-08
A400448,C3361,R2011,Applied,2025-11-12,2025-11-13
A400448,C3361,R2011,Rejected,2025-11-13,2025-11-14
A400449,C3361,R2006,Applied,2025-10-19,2025-10-31
A400449,C3361,R2006,Screen,2025-10-31,2025-11-09
A400449,C3361,R2006,Interview,2025-11-09,2025-11-14
A400449,C3361,R2006,Offer,2025-11-14,2025-11-22
A400449,C3361,R2006,Hired,2025-11-22,2025-12-02
A400450,C3362,R2041,Applied,2025-10-31,2025-11-02
A400450,C3362,R2041,Screen,2025-11-02,2025-11-04
A400451,C3363,R2020,Applied,2025-09-18,2025-09-27
A400451,C3363,R2020,Rejected,2025-09-27,2025-10-07
A400452,C3364,R2024,Applied,2025-03-10,2025-03-15
A400452,C3364,R2024,Screen,2025-03-15,2025-03-23
A400452,C3364,R2024,Interview,2025-03-23,2025-04-04
A400453,C3365,R2032,Applied,2025-12-20,2025-12-25
A400454,C3366,R2000,Applied,2025-11-13,2025-11-16
A400454,C3366,R2000,Screen,2025-11-16,2025-11-26
A400455,C3367,R2009,Applied,2025-03-06,2025-03-10
A400455,C3367,R2009,Screen,2025-03-10,2025-03-21
A400456,C3368,R2040,Applied,2025-05-29,2025-06-06
A400456,C3368,R2040,Screen,2025-06-06,2025-06-12
A400457,C3369,R2028,Applied,2025-08-06,2025-08-12
A400457,C3369,R2028,Screen,2025-08-12,2025-08-22
A400457,C3369,R2028,Interview,2025-08-22,2025-08-30
A400458,C3370,R2000,Applied,2025-09-10,2025-09-22
A400458,C3370,R2000,Screen,2025-09-22,2025-10-04
A400458,C3370,R2000,Rejected,2025-10-04,2025-10-09
A400459,C3370,R2008,Applied,2025-11-24,2025-11-27
A400459,C3370,R2008,Screen,2025-11-27,2025-11-30
A400459,C3370,R2008,Interview,2025-11-30,2025-12-04
A400459,C3370,R2008,Offer,2025-12-04,2025-12-11
A400459,C3370,R2008,Hired,2025-12-11,2025-12-19
A400460,C3371,R2040,Applied,2025-06-06,2025-06-14
A400460,C3371,R2040,Screen,2025-06-14,2025-06-22
A400460,C3371,R2040,Rejected,2025-06-22,2025-07-01
A400461,C3372,R2013,Applied,2025-09-03,2025-09-06
A400461,C3372,R2013,Screen,2025-09-06,2025-09-11
A400461,C3372,R2013,Rejected,2025-09-11,2025-09-20
A400462,C3373,R2020,Applied,2025-11-26,2025-12-06
A400462,C3373,R2020,Screen,2025-12-06,2025-12-15
A400463,C3374,R2003,Applied,2025-07-27,2025-08-03
A400463,C3374,R2003,Screen,2025-08-03,2025-08-10
A400463,C3374,R2003,Interview,2025-08-10,2025-08-18
A400464,C3375,R2008,Applied,2025-10-06,2025-10-10
A400464,C3375,R2008,Screen,2025-10-10,2025-10-15
A400464,C3375,R2008,Interview,2025-10-15,2025-10-23
A400464,C3375,R2008,Rejected,2025-10-23,2025-10-28
A400465,C3376,R2041,Applied,2025-07-03,2025-07-13
A400465,C3376,R2041,Screen,2025-07-13,2025-07-14
A400465,C3376,R2041,Interview,2025-07-14,2025-07-16
A400466,C3376,R2000,Applied,2025-09-06,2025-09-11
A400466,C3376,R2000,Screen,2025-09-11,2025-09-20
A400467,C3377,R2007,Applied,2025-12-09,2025-12-21
A400467,C3377,R2007,Screen,2025-12-21,2025-12-31
A400467,C3377,R2007,Interview,2025-12-31,2026-01-03
A400468,C3378,R2015,Applied,2025-07-27,2025-07-29
A400468,C3378,R2015,Screen,2025-07-29,2025-07-30
A400468,C3378,R2015,Interview,2025-07-30,2025-08-04
A400468,C3378,R2015,Offer,2025-08-04,2025-08-08
A400468,C3378,R2015,Hired,2025-08-08,2025-08-18
A400469,C3379,R2008,Applied,2025-11-05,2025-11-06
A400469,C3379,R2008,Screen,2025-11-06,2025-11-10
A400469,C3379,R2008,Interview,2025-11-10,2025-11-22
A400469,C3379,R2008,Rejected,2025-11-22,2025-11-27
A400470,C3380,R2011,Applied,2025-10-04,2025-10-05
A400471,C3381,R2006,Applied,2025-08-09,2025-08-18
A400471,C3381,R2006,Screen,2025-08-18,2025-08-22
A400471,C3381,R2006,Rejected,2025-08-22,2025-09-01
A400472,C3382,R2008,Applied,2025-09-20,2025-09-23
A400472,C3382,R2008,Screen,2025-09-23,2025-09-26
A400472,C3382,R2008,Interview,2025-09-26,2025-10-05
A400472,C3382,R2008,Offer,2025-10-05,2025-10-16
A400472,C3382,R2008,Hired,2025-10-16,2025-10-21
A400473,C3383,R2019,Applied,2025-08-18,2025-08-28
A400473,C3383,R2019,Screen,2025-08-28,2025-09-02
A400473,C3383,R2019,Interview,2025-09-02,2025-09-12
A400474,C3383,R2031,Applied,2025-11-20,2025-11-28
A400474,C3383,R2031,Screen,2025-11-28,2025-12-05
A400475,C3384,R2030,Applied,2025-10-20,2025-10-23
A400475,C3384,R2030,Screen,2025-10-23,2025-10-24
A400475,C3384,R2030,Rejected,2025-10-24,2025-11-05
A400476,C3385,R2022,Applied,2025-02-27,2025-03-02
A400476,C3385,R2022,Screen,2025-03-02,2025-03-09
